,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
0,0,43.0,0,0.0005937620001077448,"[3, 8, 8, 8, 0, 5, 8, 9, 1, 2, 10, 1, 10, 1, 4, 6, 3, 3, 10, 0, 5, 3, 3, 10, 6, 7, 2, 7, 8, 5, 7, 1, 2, 0, 3, 3, 5, 10, 3, 5, 0, 7, 7, 4, 1, 1, 7, 0, 7, 8, 4, 9, 0, 4, 7, 0, 9, 2, 2, 3, 0, 1, 5, 9, 5, 1, 3, 10, 9, 6, 5, 7, 3, 4, 10, 4, 4, 2, 0, 2, 4, 9, 8, 0, 7, 5, 6, 2, 2, 0, 10, 0, 3, 10, 10, 5, 6, 3, 7, 6, 7, 3, 2, 2, 3, 10, 7, 0, 2, 2, 6, 3, 6, 1, 4, 1, 8, 1, 2, 4, 2, 0, 4, 5, 9]",0,1000,0
1,1000,1.0,1033,0.5281086879999748,"[9, 2, 8, 8, 0, 5, 8, 9, 1, 8, 7, 1, 10, 1, 3, 6, 3, 1, 4, 0, 5, 6, 3, 10, 6, 8, 2, 4, 8, 5, 4, 2, 2, 0, 3, 3, 5, 10, 3, 5, 0, 7, 2, 4, 3, 8, 7, 0, 7, 6, 4, 9, 0, 6, 7, 0, 10, 2, 2, 3, 0, 1, 3, 9, 9, 1, 9, 10, 9, 6, 5, 7, 3, 4, 0, 4, 4, 2, 0, 5, 4, 10, 8, 0, 7, 5, 6, 2, 2, 0, 1, 0, 9, 10, 10, 5, 1, 3, 7, 6, 10, 3, 2, 9, 3, 10, 7, 0, 2, 2, 1, 3, 6, 1, 8, 1, 7, 1, 2, 4, 2, 0, 4, 5, 9]",0,1000,0
