,Iteration,Fitness,FEvals,Time,State,use_fast_mimic,Population Size,Keep Percent,max_iters
0,0,43.0,5,0.0020696169999609992,"[3, 8, 8, 8, 0, 5, 8, 9, 1, 2, 10, 1, 10, 1, 4, 6, 3, 3, 10, 0, 5, 3, 3, 10, 6, 7, 2, 7, 8, 5, 7, 1, 2, 0, 3, 3, 5, 10, 3, 5, 0, 7, 7, 4, 1, 1, 7, 0, 7, 8, 4, 9, 0, 4, 7, 0, 9, 2, 2, 3, 0, 1, 5, 9, 5, 1, 3, 10, 9, 6, 5, 7, 3, 4, 10, 4, 4, 2, 0, 2, 4, 9, 8, 0, 7, 5, 6, 2, 2, 0, 10, 0, 3, 10, 10, 5, 6, 3, 7, 6, 7, 3, 2, 2, 3, 10, 7, 0, 2, 2, 6, 3, 6, 1, 4, 1, 8, 1, 2, 4, 2, 0, 4, 5, 9]",True,5,0.1,1000
1,1000,43.0,3005,53.5809936789999,"[3, 8, 8, 8, 0, 5, 8, 9, 1, 2, 10, 1, 10, 1, 4, 6, 3, 3, 10, 0, 5, 3, 3, 10, 6, 7, 2, 7, 8, 5, 7, 1, 2, 0, 3, 3, 5, 10, 3, 5, 0, 7, 7, 4, 1, 1, 7, 0, 7, 8, 4, 9, 0, 4, 7, 0, 9, 2, 2, 3, 0, 1, 5, 9, 5, 1, 3, 10, 9, 6, 5, 7, 3, 4, 10, 4, 4, 2, 0, 2, 4, 9, 8, 0, 7, 5, 6, 2, 2, 0, 10, 0, 3, 10, 10, 5, 6, 3, 7, 6, 7, 3, 2, 2, 3, 10, 7, 0, 2, 2, 6, 3, 6, 1, 4, 1, 8, 1, 2, 4, 2, 0, 4, 5, 9]",True,5,0.1,1000
