Run ID,Name,Source Type,Source Name,User,Status,algorithm,leaf_size,metric,metric_params,n_jobs,n_neighbors,p,weights,accuracy_score_X_test,inference_time,model_size,test_acc,training_accuracy_score,training_f1_score,training_log_loss,training_precision_score,training_recall_score,training_roc_auc_score,training_score,estimator_class,estimator_name
a0b5533d5a574299a7989dfbaae1d3ef,N: 1,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FAILED,auto,30,minkowski,None,None,1,2,uniform,,,,,,,,,,,,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
27aace0110b14207b5186471a6c97055,N: 56,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,56,2,uniform,0.8985275288092189,18.677786827087402,18493969,0.8985275288092189,0.9002336897368589,0.8991297586267489,0.2718367520133049,0.9049035695450621,0.9002336897368589,0.9904959220328747,0.9002336897368589,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
d51f2c3f00274ca5aa05a7a7b5f770c8,N: 35,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,35,2,uniform,0.9093469910371319,18.404194116592407,18493969,0.9093469910371319,0.9135027850694667,0.9127488245600924,0.22636744416302004,0.9167166829926131,0.9135027850694667,0.9938103220910646,0.9135027850694667,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
2cbf1b6cb57b4cadb6547c987690cc33,N: 13,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,13,2,uniform,0.9304737516005122,18.66916012763977,18493969,0.9304737516005122,0.9424739099814329,0.9421903645068946,0.14306420208837273,0.9436816583065649,0.9424739099814329,0.9976074406409758,0.9424739099814329,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
7041f34eafac4ed2974b62f9a80fb36d,N: 8,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,8,2,uniform,0.9368117797695262,18.73489809036255,18493969,0.9368117797695262,0.9522536654075164,0.9519986008144257,0.10768746288721573,0.9533341960611323,0.9522536654075164,0.9986281315707378,0.9522536654075164,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
a40ad9eef40f45d5b876bf0ef1b8fb67,N: 5,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,5,2,uniform,0.9481434058898848,19.18839716911316,18493969,0.9481434058898848,0.9670753569370638,0.9669787208444779,0.07673575506387918,0.9674059690576662,0.9670753569370638,0.9992094209034292,0.9670753569370638,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
e2438e3a35464d56bc77e5f9d5ee017b,N: 1,LOCAL,/Users/aish/opt/anaconda3/envs/cs7641/lib/python3.9/site-packages/ipykernel_launcher.py,aish,FINISHED,auto,30,minkowski,None,None,1,2,uniform,0.9606914212548016,12.632354021072388,18493969,0.9606914212548016,1,1,5.262342695397328e-15,1,1,1,1,sklearn.neighbors._classification.KNeighborsClassifier,KNeighborsClassifier
