,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,43.0,0,0.0006244940000215138,"[3, 8, 8, 8, 0, 5, 8, 9, 1, 2, 10, 1, 10, 1, 4, 6, 3, 3, 10, 0, 5, 3, 3, 10, 6, 7, 2, 7, 8, 5, 7, 1, 2, 0, 3, 3, 5, 10, 3, 5, 0, 7, 7, 4, 1, 1, 7, 0, 7, 8, 4, 9, 0, 4, 7, 0, 9, 2, 2, 3, 0, 1, 5, 9, 5, 1, 3, 10, 9, 6, 5, 7, 3, 4, 10, 4, 4, 2, 0, 2, 4, 9, 8, 0, 7, 5, 6, 2, 2, 0, 10, 0, 3, 10, 10, 5, 6, 3, 7, 6, 7, 3, 2, 2, 3, 10, 7, 0, 2, 2, 6, 3, 6, 1, 4, 1, 8, 1, 2, 4, 2, 0, 4, 5, 9]",geometric,10,0.99,0.001,9.999937236452578,10,1000
1,1000,1.0,1527,0.6721118110001498,"[2, 5, 8, 3, 9, 1, 8, 7, 2, 6, 0, 10, 2, 4, 10, 9, 7, 1, 3, 5, 6, 2, 9, 10, 6, 1, 3, 5, 5, 9, 0, 6, 1, 1, 4, 10, 6, 8, 10, 0, 10, 0, 5, 7, 8, 6, 6, 1, 7, 9, 7, 0, 0, 8, 7, 5, 4, 1, 3, 3, 4, 3, 1, 1, 6, 7, 7, 6, 1, 5, 6, 0, 9, 4, 5, 5, 7, 2, 8, 1, 2, 7, 2, 0, 9, 10, 8, 7, 10, 4, 7, 8, 9, 8, 3, 3, 2, 0, 5, 8, 5, 5, 9, 2, 0, 10, 10, 6, 4, 6, 10, 5, 3, 6, 6, 9, 2, 0, 1, 3, 1, 1, 7, 4, 2]",geometric,10,0.99,0.001,9.932678139552406,10,1000
